Time,HV Battery SOC (%),HV Battery Power (kW),HV Battery Current (A),G-Force (1),Vehicle Speed (km/hr) (km/hr)
00:00:11.4399,69.9979807376589,7.28129195730328,22.4354514308183,0.12704335037549,4.00565173977495
00:00:11.4764,69.9978504363899,7.42042255716845,22.8641534785378,0.126847034906419,4.16950870657307
00:00:11.4898,69.9978022038537,7.47133035307215,23.0210153667865,0.126778359289742,4.22932211091227
00:00:11.4985,69.9977704267074,7.50619581084862,23.1284460501456,0.126753276543474,4.26848924692077
00:00:11.5000,69.9977652328479,7.51364074352926,23.1513859896233,0.126771641003505,4.27487266106935
00:00:11.5009,69.9977616985908,7.51942053809012,23.169195143827,0.126793259922879,4.27921334290481
00:00:11.5033,69.9977529471013,7.54472813341704,23.2471745470597,0.126986587355163,4.28994822378532
00:00:11.5057,69.9977441547092,7.58859764532325,23.3823478150813,0.127414332440837,4.30071002992554
00:00:11.5081,69.9977352995461,7.65266515185163,23.5797561138483,0.128094900466825,4.31151876169289
00:00:11.5105,69.9977263593105,7.73555590892575,23.8351635212061,0.129007779286155,4.32239459591539
00:00:11.5140,69.9977129755007,7.88677556674942,24.30110944162,0.130703156007014,4.33859393283687
00:00:11.5201,69.9976891563948,8.21053210535178,25.2986848509704,0.134349846751739,4.36714423209502
00:00:11.5262,69.9976642977538,8.5932053037033,26.4777972665706,0.138618400432121,4.39654121239752
00:00:11.5323,69.9976382705588,9.00738222411078,27.7539806673117,0.143148506639723,4.42687645674656
00:00:11.5384,69.9976110187572,9.42691441365768,29.0466652034159,0.147622864731256,4.45817415821788
00:00:11.5445,69.9975825593701,9.82832693189303,30.2835187591836,0.151780490197246,4.49039633983824
00:00:11.5506,69.9975529735892,10.1919304856062,31.4038737171201,0.155421883699953,4.52345490747319
00:00:11.5580,69.9975156968205,10.5612814404048,32.5419385342357,0.158955227330405,4.56457803370163
00:00:11.5654,69.9974772641204,10.8375942519762,33.3933299038697,0.161413145255582,4.6064829662083
00:00:11.5754,69.9974242652493,11.0575318953038,34.0710165262609,0.163042315822825,4.66369090447525
00:00:11.5854,69.9973705793251,11.1183630242253,34.2584564035206,0.162965954401095,4.72118006427583
00:00:11.5954,69.9973168743897,11.0563280836516,34.0673152014219,0.161594324841515,4.77843139142722
00:00:11.6054,69.9972636293027,10.9185952606126,33.6429297645401,0.15942990828363,4.83507723171938
00:00:11.6154,69.9972110981395,10.7528623825321,33.1322689782751,0.156975547931786,4.89092425002717
00:00:11.6254,69.9971593242266,10.5994452565663,32.6595559513333,0.154660295857022,4.94594200894592
00:00:11.6354,69.9971081848931,10.4869117147726,32.31281539074,0.152792951588843,5.00022949532334
00:00:11.6454,69.9970574500501,10.430901378667,32.1402369726741,0.15154434419466,5.05397030192729
00:00:11.6586,69.9969904302959,10.4471921214158,32.190437528337,0.150878478967518,5.12464239525388
00:00:11.6719,69.9969230371871,10.5504980372586,32.5087538890933,0.151151887087289,5.19521426248082
00:00:11.6851,69.9968548188287,10.7114829177153,33.0047939112489,0.15203217337836,5.26603720750844
00:00:11.6983,69.99678551619,10.8957037264844,33.5724299540311,0.153139924509842,5.33730614092963
00:00:11.7115,69.9967150737871,11.0724302073493,34.1169743205186,0.154148282247081,5.40905553447989
00:00:11.7248,69.9966435987149,11.2208515576534,34.5743036089261,0.154845592410176,5.48119596760514
00:00:11.7411,69.9965544090855,11.3539636001176,34.9844624936233,0.155178636482969,5.57039351501212
00:00:11.7639,69.9964282106205,11.4700074525454,35.3420329039438,0.154921839330057,5.6952626980087
00:00:11.7867,69.9963008889366,11.5477963879458,35.5817303592755,0.154285557459739,5.81981146016793
00:00:11.8095,69.9961725996872,11.6345630662658,35.8490907641725,0.153753594091087,5.94393200579762
00:00:11.8323,69.9960431392273,11.7550121949114,36.2202357584705,0.153568913043135,6.06778120010325
00:00:11.8551,69.9959121802806,11.9070730241204,36.6887849403371,0.15370042147118,6.19160111892578
00:00:11.8850,69.9957378803375,12.1214855101837,37.3494595976553,0.154014494838326,6.3541258425093
00:00:11.9149,69.995560596548,12.325060298185,37.9767412107978,0.154214009190563,6.51688736010549
00:00:11.9449,69.9953805312541,12.5069936463807,38.5373405636065,0.154200996058587,6.67973796291218
00:00:11.9924,69.9950889659704,12.7806301101383,39.3805114138797,0.154034677423785,6.93852651824922
00:00:12.0000,69.9950421033668,12.8314356431207,39.5370607480288,0.154078217034612,6.97957439901583
